# not necessarily q              
NiII  1703.4119 0.01224    5.00E8
NiII  1502.148 0.00600    3.932E7
NiII  1467.756 0.00990     2.30E7
NiII  1467.259 0.00630     2.93E7
NiII  1454.842 0.0323      1.02E8
NiII  1393.324 0.02222     3.47E7
NiII  1370.132 0.0769      4.10e8
NiII  1317.217 0.146      4.205e8
CuII  1367.9509 0.179      6.23e8
CuII  1358.773 0.263       7.20e8
ZnI   2138.5735 1.4700     7.14e8
ZnII  2062.66045 0.246     3.86e8
ZnII  2026.13709 0.501     4.07e8
GaII  1414.402 1.77000     1.97e9
GeII  1602.4863 0.144      1.06E9
GeII  1237.0591 1.230      2.68e9
GeII  1164.272  0.280      1.38e9
AsII  1263.770  0.259      3.61E8
AsII  1207.449  0.0234     3.56E7
AsII  1181.538  0.0309     4.92E7
SeI   1530.457  0.260      5.28e8
SeI   1405.382  0.105      2.54e8
SeI   1353.899  0.0503     1.31e8
SeII  1049.648  0.0823     9.96e8
SeII  1033.556  0.165      1.03e9
SeII  1013.434  0.263      1.14e9
BrI   1540.661  0.0771     2.39E8
BrI   1488.459  0.0669     2.22E8
KrI   1235.8380 0.204      2.98e8
KrI   1164.8672 0.188      3.09e8
SrI   4608.617  2.01       2.10e8
SrI   2570.238  0.0166     2.21e8
SrI   2428.828  0.0468     1.83e8
SrI   2355.029  0.0479     1.92e7
SrI   2307.974  0.0288     1.20e7
SrII  4216.707  0.334      1.35e8
SrII  4078.861  0.701      1.50e8
SrII  1793.088  0.0056        1e8
SrII  1783.870  0.00069       1e8
YII   3112.932  0.00654    3.48E8
ZrII  3573.4879 0.167         1e8
ZrII  3389.2675 0.065         1e8
ZrII  3358.2263 0.046         1e8
ZrII  3273.1651 0.050         1e8
ZrII  3285.6581 0.083         1e8
ZrII  3209.2401 0.010         1e8
ZrII  2762.693  0.010         1e8
ZrII  2759.607  0.091         1e8
ZrII  2743.349  0.204         1e8
ZrII  2712.306  0.049         1e8
ZrII  2568.424  0.135         1e8
ZrII  2551.518  0.050         1e8
ZrIII 1798.048  0.178      6.13e8
NbII  2866.452  0.0603     1.75E8
NbII  2668.088  0.0955     3.23E8
RuII  1888.043  0.0293     2.56E8
PdII  1403.552  0.0328     8.34E7
PdII  1367.700  0.0712     2.54E8
PdII  1374.843  0.0360     1.27E8
PdII  1320.018  0.122      4.68E8
PdII  1235.191  0.0400     2.62E8
PdII  1218.618  0.0585     2.63E8
PdII  1203.960  0.132      4.54E8
AgII  1195.883  0.0369     3.45E8
AgII  1112.483  0.429      1.20E9
AgII  1107.072  0.382      1.09E9
CdII  2265.7152 0.247      3.21E8
CdII  2145.0697 0.498      3.61E8
